iter	Passed	Remaining
305	108106	598471
306	108438	598001
307	108781	597591
308	109143	597288
309	109500	596954
310	109860	596639
311	110196	596192
312	110528	595722
313	110865	595283
314	111214	594906
315	111567	594553
316	111921	594206
317	112244	593697
318	112599	593352
319	112939	592933
320	113280	592516
321	113606	592024
322	113929	591518
323	114280	591154
324	114626	590767
325	114971	590375
326	115318	589994
327	115665	589613
328	116016	589250
329	116374	588926
330	116722	588551
331	117067	588158
332	117398	587698
333	117756	587372
334	118101	586981
335	118429	586508
336	118745	585976
337	119086	585569
338	119431	585177
339	119782	584818
340	120093	584267
341	120439	583884
342	120781	583485
343	121139	583157
344	121483	582770
345	121872	582590
346	122216	582199
347	122556	581793
348	122892	581364
349	123233	580957
350	123582	580589
351	123932	580230
352	124290	579903
353	124633	579512
354	125022	579329
355	125364	578932
356	125732	578651
357	126083	578292
358	126421	577875
359	126767	577495
360	127132	577200
361	127450	576695
362	127803	576348
363	128180	576107
364	128523	575716
365	128879	575382
366	129244	575087
367	129594	574721
368	129920	574256
369	130269	573887
370	130608	573481
371	130955	573106
372	131313	572778
373	131624	572249
374	131989	571952
375	132351	571646
376	132686	571219
377	133035	570853
378	133377	570462
379	133737	570142
380	134094	569815
381	134454	569496
382	134802	569126
383	135169	568839
384	135517	568469
385	135868	568111
386	136222	567769
387	136582	567452
388	136940	567122
389	137302	566813
390	137613	566291
391	137983	566015
392	138336	565666
393	138741	565530
394	139085	565144
395	139472	564935
396	139826	564590
397	140175	564222
398	140573	564054
399	140932	563728
400	141311	563482
401	141667	563144
402	142003	562730
403	142362	562401
404	142699	561990
405	143076	561733
406	143450	561464
407	143800	561103
408	144149	560739
409	144453	560196
410	144895	560190
411	145237	559799
412	145596	559472
413	146005	559335
414	146356	558976
415	146711	558633
416	147047	558217
417	147384	557804
418	147724	557404
419	148108	557171
420	148453	556788
421	148790	556378
422	149150	556051
423	149532	555809
424	149875	555421
425	150212	555010
426	150578	554706
427	150918	554307
428	151249	553877
429	151610	553554
430	151985	553284
431	152326	552888
432	152665	552486
433	153008	552098
434	153374	551795
435	153741	551495
436	154092	551135
437	154454	550815
438	154804	550454
439	155236	550383
440	155607	550096
441	156016	549940
442	156374	549606
443	156728	549255
444	157155	549161
445	157507	548804
446	157867	548475
447	158209	548082
448	158549	547685
449	158894	547301
450	159255	546977
451	159576	546515
452	159928	546157
453	160246	545685
454	160592	545307
455	160930	544905
456	161273	544518
457	161597	544067
458	161879	543477
459	162274	543266
460	162611	542862
461	162969	542527
462	163296	542088
463	163667	541794
464	164009	541407
465	164343	540993
466	164683	540597
467	165048	540287
468	165399	539929
469	165759	539599
470	166107	539233
471	166439	538812
472	166789	538452
473	167135	538078
474	167474	537682
475	167819	537302
476	168165	536932
477	168535	536633
478	168903	536330
479	169257	535981
480	169683	535862
481	170073	535625
482	170434	535298
483	170787	534945
484	171137	534582
485	171497	534253
486	171848	533894
487	172192	533515
488	172543	533156
489	172904	532828
490	173241	532427
491	173596	532081
492	173975	531806
493	174332	531466
494	174648	531002
495	175009	530672
496	175348	530278
497	175721	529986
498	176066	529611
499	176426	529280
500	176868	529192
501	177283	529024
502	177636	528671
503	177948	528196
504	178299	527838
505	178658	527501
506	178977	527046
507	179319	526663
508	179684	526346
509	180043	526010
510	180396	525656
511	180739	525273
512	181073	524865
513	181420	524494
514	181762	524110
515	182096	523705
516	182455	523369
517	182855	523149
518	183197	522765
519	183542	522390
520	183883	522004
521	184348	521968
522	184785	521850
523	185127	521467
524	185474	521095
525	185796	520653
526	186147	520294
527	186487	519905
528	186856	519595
529	187238	519321
530	187584	518947
531	187976	518703
532	188331	518353
533	188684	517999
534	189121	517875
535	189466	517496
536	189922	517422
537	190240	516974
538	190583	516589
539	190963	516307
540	191312	515942
541	191627	515484
542	191961	515079
543	192306	514702
544	192664	514361
545	193038	514061
546	193388	513697
547	193754	513377
548	194100	513006
549	194455	512656
550	194815	512317
551	195159	511939
552	195476	511491
553	195793	511042
554	196167	510743
555	196507	510354
556	196859	509997
557	197204	509621
558	197557	509268
559	197942	508993
560	198284	508612
561	198587	508130
562	198930	507748
563	199281	507391
564	199652	507082
565	199987	506683
566	200305	506240
567	200694	505975
568	201048	505625
569	201415	505305
570	201783	504988
571	202143	504651
572	202465	504220
573	202812	503851
574	203191	503560
575	203556	503236
576	203896	502849
577	204379	502815
578	204732	502459
579	205006	501912
580	205331	501489
581	205677	501117
582	206012	500720
583	206359	500350
584	206697	499960
585	207004	499494
586	207358	499144
587	207706	498777
588	208049	498401
589	208405	498053
590	208810	497824
591	209157	497456
592	209508	497096
593	209829	496667
594	210186	496321
595	210546	495984
596	210896	495625
597	211227	495218
598	211567	494835
599	211910	494456
600	212226	494018
601	212574	493653
602	212925	493294
603	213281	492949
604	213633	492592
605	214057	492402
606	214468	492183
607	214790	491756
608	215127	491365
609	215472	490993
610	215914	490843
611	216257	490465
612	216596	490080
613	216930	489682
614	217392	489575
615	217758	489249
616	218098	488866
617	218521	488668
618	218881	488328
619	219228	487960
620	219621	487693
621	220016	487431
622	220370	487079
623	220722	486722
624	221082	486381
625	221411	485974
626	221772	485635
627	222181	485403
628	222534	485047
629	222920	484763
630	223257	484373
631	223627	484054
632	223978	483694
633	224388	483462
634	224752	483129
635	225100	482763
636	225456	482412
637	225811	482061
638	226149	481673
639	226497	481307
640	226863	480979
641	227166	480516
642	227562	480253
643	227987	480047
644	228336	479683
645	228729	479410
646	229062	479013
647	229416	478659
648	229752	478266
649	230081	477861
650	230426	477489
651	230750	477073
652	231144	476801
653	231485	476421
654	231845	476080
655	232192	475712
656	232581	475429
657	232916	475036
658	233374	474894
659	233740	474563
660	234081	474182
661	234492	473944
662	234851	473598
663	235201	473236
664	235656	473085
665	236017	472744
666	236379	472404
667	236788	472158
668	237169	471857
669	237513	471482
670	237907	471204
671	238246	470819
672	238580	470424
673	238914	470030
674	239256	469650
675	239625	469326
676	240018	469047
677	240371	468689
678	240748	468378
679	241055	467930
680	241486	467724
681	241803	467298
682	242141	466911
683	242491	466548
684	242837	466176
685	243169	465779
686	243542	465460
687	243893	465100
688	244245	464739
689	244594	464374
690	244960	464043
691	245386	463822
692	245797	463575
693	246244	463393
694	246618	463075
695	246967	462708
696	247332	462373
697	247693	462030
698	248087	461748
699	248436	461381
700	248812	461065
701	249171	460719
702	249545	460399
703	249884	460014
704	250220	459625
705	250556	459236
706	250919	458895
707	251253	458501
708	251623	458175
709	251974	457813
710	252316	457434
711	252731	457188
712	253069	456802
713	253447	456488
714	253802	456133
715	254180	455820
716	254529	455454
717	254913	455151
718	255234	454736
719	255576	454357
720	255912	453969
721	256283	453642
722	256679	453360
723	257022	452984
724	257354	452588
725	257744	452294
726	258122	451980
727	258443	451565
728	258854	451308
729	259220	450971
730	259622	450698
731	259973	450336
732	260401	450107
733	260756	449750
734	261122	449414
735	261492	449084
736	261862	448754
737	262206	448380
738	262536	447982
739	262875	447598
740	263225	447234
741	263592	446900
742	263944	446537
743	264305	446193
744	264660	445838
745	265006	445467
746	265369	445125
747	265706	444739
748	266098	444444
749	266459	444098
750	266794	443709
751	267188	443418
752	267556	443084
753	267901	442711
754	268256	442355
755	268606	441992
756	268978	441665
757	269360	441353
758	269768	441083
759	270093	440678
760	270480	440374
761	270820	439994
762	271168	439626
763	271515	439258
764	271864	438892
765	272230	438553
766	272605	438230
767	272951	437860
768	273290	437478
769	273668	437159
770	274016	436791
771	274365	436426
772	274707	436048
773	275099	435752
774	275505	435477
775	275849	435103
776	276176	434702
777	276517	434324
778	276875	433972
779	277272	433682
780	277604	433290
781	277988	432979
782	278312	432575
783	278592	432101
784	278960	431766
785	279307	431399
786	279588	430928
787	279979	430628
788	280327	430262
789	280670	429887
790	281112	429665
791	281461	429299
792	281801	428921
793	282139	428538
794	282482	428164
795	282812	427771
796	283159	427404
797	283506	427035
798	283847	426658
799	284175	426262
800	284520	425892
801	284857	425510
802	285238	425193
803	285656	424931
804	286000	424560
805	286336	424175
806	286675	423795
807	287063	423490
808	287397	423102
809	287763	422764
810	288103	422386
811	288441	422005
812	288782	421629
813	289141	421280
814	289562	421019
815	289900	420640
816	290290	420334
817	290643	419975
818	291001	419625
819	291368	419286
820	291715	418918
821	291997	418459
822	292341	418087
823	292690	417723
824	293055	417381
825	293396	417006
826	293716	416601
827	294075	416251
828	294414	415873
829	294803	415566
830	295159	415212
831	295501	414838
832	295842	414463
833	296177	414080
834	296526	413716
835	296883	413363
836	297264	413045
837	297624	412695
838	297974	412334
839	298370	412035
840	298693	411635
841	299080	411324
842	299398	410918
843	299741	410546
844	300082	410171
845	300549	409969
846	300905	409615
847	301242	409235
848	301588	408866
849	301931	408494
850	302404	408298
851	302750	407932
852	303098	407566
853	303563	407358
854	303901	406979
855	304260	406628
856	304634	406298
857	304956	405897
858	305294	405518
859	305724	405263
860	306068	404891
861	306410	404519
862	306788	404193
863	307134	403825
864	307471	403445
865	307820	403081
866	308163	402709
867	308514	402348
868	308896	402027
869	309252	401672
870	309592	401296
871	309984	400989
872	310331	400623
873	310700	400284
874	311096	399981
875	311442	399613
876	311788	399246
877	312189	398948
878	312549	398597
879	312892	398227
880	313207	397819
881	313554	397453
882	313943	397140
883	314303	396790
884	314654	396428
885	315069	396148
886	315377	395733
887	315708	395346
888	316000	394911
889	316393	394602
890	316767	394270
891	317113	393903
892	317441	393513
893	317826	393194
894	318190	392849
895	318530	392475
896	318872	392102
897	319211	391726
898	319565	391370
899	319978	391084
900	320314	390705
901	320674	390355
902	321052	390027
903	321394	389654
904	321740	389288
905	322094	388931
906	322446	388571
907	322788	388198
908	323136	387835
909	323475	387460
910	323868	387148
911	324236	386807
912	324607	386471
913	324932	386079
914	325280	385715
915	325668	385398
916	326010	385026
917	326412	384726
918	326751	384350
919	327154	384051
920	327498	383681
921	327839	383308
922	328167	382921
923	328507	382547
924	328836	382160
925	329209	381826
926	329620	381535
927	329984	381189
928	330332	380824
929	330720	380506
930	331081	380157
931	331481	379851
932	331903	379572
933	332240	379194
934	332595	378838
935	332947	378479
936	333297	378116
937	333689	377801
938	334042	377443
939	334392	377080
940	334748	376725
941	335156	376428
942	335493	376051
943	335837	375682
944	336202	375337
945	336541	374963
946	336863	374569
947	337297	374300
948	337672	373965
949	338041	373624
950	338388	373259
951	338712	372868
952	339120	372569
953	339525	372268
954	339935	371971
955	340320	371646
956	340673	371288
957	341029	370932
958	341359	370548
959	341756	370236
960	342116	369885
961	342488	369546
962	342828	369172
963	343204	368838
964	343552	368473
965	343897	368105
966	344239	367735
967	344576	367358
968	344920	366990
969	345343	366704
970	345704	366353
971	346039	365975
972	346387	365611
973	346722	365233
974	347075	364873
975	347416	364502
976	347762	364136
977	348056	363715
978	348391	363337
979	348736	362970
980	349248	362777
981	349627	362444
982	349971	362076
983	350324	361717
984	350666	361346
985	351014	360982
986	351357	360613
987	351696	360239
988	352047	359878
989	352417	359536
990	352797	359205
991	353136	358832
992	353551	358536
993	353904	358176
994	354292	357852
995	354610	357458
996	354962	357098
997	355285	356709
998	355706	356418
999	356154	356154
1000	356504	355792
1001	356855	355430
1002	357222	355085
1003	357625	354775
1004	357970	354408
1005	358294	354020
1006	358636	353650
1007	358993	353295
1008	359351	352940
1009	359696	352574
1010	360055	352220
1011	360401	351854
1012	360744	351485
1013	361103	351132
1014	361459	350776
1015	361798	350402
1016	362199	350090
1017	362537	349717
1018	362915	349381
1019	363284	349037
1020	363645	348686
1021	363989	348318
1022	364333	347950
1023	364689	347594
1024	365085	347276
1025	365482	346958
1026	365842	346606
1027	366210	346261
1028	366625	345960
1029	366988	345610
1030	367320	345231
1031	367765	344958
1032	368103	344584
1033	368458	344226
1034	368791	343848
1035	369315	343649
1036	369709	343326
1037	370046	342952
1038	370382	342577
1039	370819	342294
1040	371153	341917
1041	371490	341542
1042	371880	341216
1043	372220	340845
1044	372560	340473
1045	372889	340092
1046	373276	339763
1047	373662	339434
1048	374033	339090
1049	374371	338717
1050	374748	338379
1051	375090	338009
1052	375453	337658
1053	375827	337318
1054	376158	336938
1055	376555	336618
1056	376908	336257
1057	377254	335892
1058	377597	335522
1059	377957	335169
1060	378302	334803
1061	378647	334436
1062	378997	334073
1063	379365	333727
1064	379762	333406
1065	380185	333108
1066	380595	332797
1067	381061	332536
1068	381403	332167
1069	381716	331772
1070	382095	331434
1071	382441	331068
1072	382809	330721
1073	383216	330408
1074	383542	330025
1075	383934	329698
1076	384286	329337
1077	384638	328976
1078	385036	328655
1079	385393	328297
1080	385739	327932
1081	386088	327568
1082	386410	327182
1083	386752	326813
1084	387129	326473
1085	387521	326146
1086	387865	325778
1087	388201	325404
1088	388510	325007
1089	388866	324649
1090	389268	324330
1091	389617	323967
1092	390055	323678
1093	390421	323329
1094	390778	322971
1095	391195	322664
1096	391544	322301
1097	391966	321997
1098	392299	321621
1099	392645	321255
1100	393098	320976
1101	393510	320664
1102	393860	320301
1103	394225	319951
1104	394610	319616
1105	394966	319258
1106	395362	318933
1107	395703	318563
1108	396117	318251
1109	396523	317933
1110	396868	317566
1111	397221	317205
1112	397592	316859
1113	398037	316572
1114	398376	316200
1115	398748	315854
1116	399106	315497
1117	399487	315159
1118	399932	314871
1119	400255	314486
1120	400640	314150
1121	401031	313819
1122	401444	313505
1123	401787	313136
1124	402127	312765
1125	402464	312392
1126	402799	312017
1127	403157	311660
1128	403504	311295
1129	403861	310937
1130	404197	310563
1131	404582	310227
1132	405006	309921
1133	405370	309568
1134	405727	309210
1135	406065	308838
1136	406407	308469
1137	406774	308118
1138	407112	307746
1139	407464	307385
1140	407685	306925
1141	408041	306567
1142	408393	306205
1143	408743	305843
1144	409074	305466
1145	409420	305100
1146	409755	304726
1147	410095	304356
1148	410166	303787
1149	410528	303434
1150	410923	303104
1151	411280	302748
1152	411624	302381
1153	412018	302051
1154	412397	301710
1155	412742	301345
1156	413181	301047
1157	413520	300677
1158	413942	300367
1159	414347	300044
1160	414754	299723
1161	415103	299360
1162	415573	299084
1163	415990	298769
1164	416328	298398
1165	416734	298076
1166	417080	297710
1167	417449	297361
1168	417788	296990
1169	418134	296625
1170	418514	296283
1171	418858	295916
1172	419198	295547
1173	419528	295170
1174	419873	294805
1175	420233	294448
1176	420581	294085
1177	420962	293744
1178	421355	293412
1179	421791	293109
1180	422152	292754
1181	422584	292448
1182	422937	292087
1183	423338	291760
1184	423728	291425
1185	424068	291055
1186	424516	290759
1187	424881	290407
1188	425227	290041
1189	425574	289676
1190	425913	289306
1191	426260	288941
1192	426601	288573
1193	426964	288218
1194	427331	287867
1195	427683	287506
1196	428021	287135
1197	428399	286791
1198	428809	286469
1199	429235	286156
1200	429576	285788
1201	429905	285411
1202	430305	285081
1203	430651	284716
1204	431005	284356
1205	431359	283996
1206	431724	283643
1207	432215	283373
1208	432593	283028
1209	432938	282662
1210	433309	282313
1211	433673	281959
1212	434105	281649
1213	434427	281268
1214	434757	280892
1215	435104	280527
1216	435472	280176
1217	435851	279832
1218	436191	279463
1219	436505	279077
1220	436905	278746
1221	437213	278356
1222	437550	277986
1223	437894	277619
1224	438269	277272
1225	438639	276922
1226	439040	276591
1227	439388	276227
1228	439782	275893
1229	440151	275542
1230	440487	275170
1231	440886	274838
1232	441237	274476
1233	441590	274115
1234	441927	273744
1235	442255	273368
1236	442674	273048
1237	443062	272708
1238	443441	272363
1239	443821	272019
1240	444197	271673
1241	444591	271336
1242	444957	270983
1243	445319	270628
1244	445657	270258
1245	446049	269920
1246	446419	269570
1247	446765	269204
1248	447173	268876
1249	447510	268506
1250	447889	268160
1251	448236	267796
1252	448591	267436
1253	448964	267087
1254	449300	266715
1255	449649	266353
1256	449988	265983
1257	450402	265658
1258	450828	265340
1259	451190	264984
1260	451597	264655
1261	451948	264293
1262	452296	263929
1263	452740	263621
1264	453106	263267
1265	453470	262912
1266	453863	262574
1267	454233	262223
1268	454650	261898
1269	455004	261538
1270	455353	261174
1271	455770	260849
1272	456108	260480
1273	456453	260114
1274	456904	259808
1275	457288	259464
1276	457669	259119
1277	458009	258750
1278	458361	258388
1279	458725	258032
1280	459051	257656
1281	459475	257335
1282	459850	256985
1283	460223	256635
1284	460582	256277
1285	460937	255917
1286	461284	255552
1287	461715	255233
1288	462138	254911
1289	462478	254542
1290	462824	254176
1291	463158	253805
1292	463516	253446
1293	463897	253099
1294	464302	252766
1295	464703	252431
1296	465038	252060
1297	465400	251703
1298	465772	251352
1299	466210	251036
1300	466554	250669
1301	466936	250324
1302	467375	250008
1303	467815	249693
1304	468177	249335
1305	468548	248983
1306	468896	248619
1307	469342	248306
1308	469692	247943
1309	470041	247578
1310	470445	247244
1311	470899	246935
1312	471240	246566
1313	471585	246200
1314	471929	245834
1315	472285	245473
1316	472630	245107
1317	472980	244743
1318	473320	244375
1319	473664	244008
1320	474032	243654
1321	474434	243318
1322	474849	242987
1323	475198	242623
1324	475599	242286
1325	475931	241913
1326	476386	241603
1327	476746	241245
1328	477119	240893
1329	477465	240527
1330	477875	240194
1331	478216	239826
1332	478560	239459
1333	478940	239110
1334	479285	238745
1335	479667	238397
1336	480054	238052
1337	480461	237716
1338	480801	237348
1339	481210	237013
1340	481558	236649
1341	481919	236291
1342	482326	235955
1343	482697	235602
1344	483036	235233
1345	483387	234870
1346	483721	234498
1347	484120	234159
1348	484453	233787
1349	484795	233420
1350	485146	233056
1351	485535	232712
1352	485995	232401
1353	486362	232045
1354	486714	231683
1355	487060	231317
1356	487400	230949
1357	487770	230595
1358	488158	230249
1359	488586	229922
1360	488939	229560
1361	489287	229196
1362	489636	228832
1363	489982	228466
1364	490335	228104
1365	490721	227758
1366	491068	227392
1367	491433	227036
1368	491779	226671
1369	492180	226331
1370	492524	225964
1371	492896	225611
1372	493238	225244
1373	493670	224918
1374	494042	224564
1375	494428	224217
1376	494791	223859
1377	495181	223514
1378	495587	223175
1379	495978	222830
1380	496332	222468
1381	496744	222133
1382	497095	221769
1383	497435	221402
1384	497905	221091
1385	498236	220719
1386	498552	220340
1387	498955	220000
1388	499283	219627
1389	499613	219254
1390	500055	218931
1391	500442	218583
1392	500768	218209
1393	501081	217830
1394	501426	217464
1395	501771	217099
1396	502232	216783
1397	502579	216418
1398	502917	216049
1399	503319	215708
1400	503667	215343
1401	504005	214975
1402	504358	214613
1403	504767	214274
1404	505174	213935
1405	505514	213567
1406	505865	213204
1407	506209	212838
1408	506559	212474
1409	506926	212118
1410	507331	211777
1411	507679	211413
1412	508127	211090
1413	508529	210748
1414	508871	210381
1415	509278	210041
1416	509616	209672
1417	509961	209307
1418	510322	208948
1419	510764	208621
1420	511102	208253
1421	511445	207887
1422	511756	207507
1423	512143	207159
1424	512491	206794
1425	512976	206485
1426	513329	206123
1427	513677	205758
1428	514050	205404
1429	514431	205052
1430	514859	204720
1431	515232	204365
1432	515580	204001
1433	515986	203659
1434	516331	203294
1435	516734	202951
1436	517132	202606
1437	517482	202242
1438	517825	201876
1439	518235	201536
1440	518576	201168
1441	518912	200799
1442	519290	200446
1443	519647	200085
1444	519989	199718
1445	520330	199352
1446	520664	198982
1447	521059	198635
1448	521409	198272
1449	521806	197926
1450	522168	197567
1451	522506	197199
1452	522839	196829
1453	523186	196464
1454	523580	196117
1455	523922	195751
1456	524282	195391
1457	524704	195054
1458	525111	194712
1459	525523	194371
1460	525886	194012
1461	526283	193666
1462	526708	193330
1463	527103	192983
1464	527458	192621
1465	527822	192262
1466	528166	191896
1467	528500	191527
1468	528816	191151
1469	529227	190809
1470	529589	190450
1471	530007	190111
1472	530397	189762
1473	530791	189414
1474	531143	189051
1475	531529	188700
1476	531884	188338
1477	532235	187974
1478	532645	187632
1479	533004	187271
1480	533350	186906
1481	533680	186536
1482	534023	186169
1483	534412	185819
1484	534860	185490
1485	535342	185172
1486	535705	184813
1487	536061	184451
1488	536408	184086
1489	536780	183730
1490	537171	183380
1491	537554	183028
1492	537907	182665
1493	538307	182318
1494	538652	181952
1495	539067	181611
1496	539400	181241
1497	539865	180916
1498	540199	180547
1499	540539	180179
1500	540912	179823
1501	541273	179463
1502	541650	179108
1503	542027	178753
1504	542376	178389
1505	542713	178021
1506	543033	177647
1507	543514	177327
1508	543844	176956
1509	544202	176595
1510	544545	176229
1511	544909	175870
1512	545317	175525
1513	545668	175161
1514	546056	174810
1515	546365	174433
1516	546748	174080
1517	547086	173712
1518	547426	173345
1519	547816	172994
1520	548161	172629
1521	548496	172261
1522	548842	171896
1523	549193	171532
1524	549625	171194
1525	550028	170847
1526	550547	170536
1527	550949	170188
1528	551291	169822
1529	551747	169490
1530	552154	169144
1531	552471	168770
1532	552908	168433
1533	553278	168075
1534	553659	167721
1535	554042	167367
1536	554381	166999
1537	554802	166657
1538	555140	166289
1539	555546	165942
1540	555916	165584
1541	556260	165218
1542	556609	164854
1543	556962	164491
1544	557295	164122
1545	557648	163759
1546	558054	163412
1547	558479	163070
1548	558816	162702
1549	559161	162337
1550	559519	161975
1551	559862	161609
1552	560199	161242
1553	560545	160877
1554	560881	160509
1555	561265	160155
1556	561644	159799
1557	562019	159443
1558	562355	159075
1559	562684	158705
1560	563045	158345
1561	563449	157996
1562	563809	157635
1563	564151	157269
1564	564613	156937
1565	564976	156577
1566	565328	156213
1567	565688	155852
1568	566093	155504
1569	566475	155149
1570	566837	154788
1571	567244	154440
1572	567580	154073
1573	567969	153719
1574	568316	153355
1575	568699	153000
1576	569009	152625
1577	569358	152261
1578	569715	151900
1579	570057	151534
1580	570532	151203
1581	570959	150860
1582	571363	150510
1583	571707	150145
1584	572050	149779
1585	572538	149451
1586	572930	149099
1587	573290	148737
1588	573694	148387
1589	574049	148025
1590	574395	147660
1591	574738	147294
1592	575098	146933
1593	575439	146567
1594	575803	146207
1595	576147	145841
1596	576558	145493
1597	576909	145129
1598	577249	144763
1599	577661	144415
1600	578143	144084
1601	578447	143709
1602	578778	143340
1603	579112	142973
1604	579471	142611
1605	579809	142244
1606	580196	141890
1607	580539	141524
1608	580905	141164
1609	581305	140813
1610	581667	140452
1611	582031	140091
1612	582369	139725
1613	582784	139377
1614	583131	139012
1615	583500	138653
1616	583877	138296
1617	584214	137929
1618	584615	137577
1619	584966	137214
1620	585333	136854
1621	585741	136504
1622	586099	136142
1623	586513	135793
1624	586877	135433
1625	587215	135066
1626	587574	134705
1627	587911	134338
1628	588255	133973
1629	588600	133608
1630	588951	133245
1631	589302	132882
1632	589653	132518
1633	589989	132151
1634	590339	131788
1635	590676	131421
1636	591051	131063
1637	591391	130698
1638	591695	130324
1639	592034	129958
1640	592428	129605
1641	592801	129246
1642	593150	128883
1643	593544	128529
1644	593935	128174
1645	594321	127818
1646	594707	127463
1647	595131	127115
1648	595480	126751
1649	595805	126382
1650	596154	126019
1651	596492	125653
1652	596842	125289
1653	597191	124926
1654	597535	124561
1655	597883	124197
1656	598276	123843
1657	598652	123485
1658	598999	123121
1659	599346	122757
1660	599689	122393
1661	600052	122032
1662	600393	121667
1663	600793	121314
